file_name,selection,call_type,duration,min_freq,max_freq,bw,center_freq,peak_freq,min_prr,max_prr,start_freq,end_freq,trend,inflec,seg,steps,units
218.enc.238.csv,95,pulse.d.seg,0.7,349.7,12000,11650.3,3421.9,562.5,126.2,321.6,452,349.7,1.3,0,4,0,1
218.enc.238.csv,96,pulse.mod.seg,1.1,1206.1,12000,10793.9,7593.8,8039.1,449.3,681.8,7081,7324,1,4,3,0,1
218.enc.238.csv,104,pulse.flat.seg,1.3,786.9,9546,8759.1,2742.2,960.9,97.1,456.9,786.9,949,0.8,0,2,0,1
218.enc.238.csv,105,pulse.flat.seg,1.4,699.5,9568.5,8869,2226.6,937.5,123.8,460.2,699.5,772,0.9,0,2,0,1
218.enc.238.csv,120,pulse.flat.seg.3,1.2,697.9,6579.2,5881.3,2062.5,1875,1057.2,1613.3,1630,1368,1.2,0,2,0,1
218.enc.238.csv,122,pulse.flat.seg.3,1.1,652.9,3164.4,2511.5,1945.3,1640.6,885.6,1572.1,1412,1324,1.1,0,2,0,1
218.enc.238.csv,124,pulse.flat.seg.3,1.2,675.4,3226,2550.6,1851.6,1851.6,988.6,1537.8,1566,1412,1.1,0,2,0,1
218.enc.238.csv,127,trill,1.4,4006.8,4520.5,513.7,4289.1,4312.5,0,0,4006.8,4147,1,12,1,0,12
218.enc.238.csv,128,trill,2.2,4068.5,4561.6,493.2,4335.9,4359.4,0,0,4301,4068.5,1.1,18,1,0,18
218.enc.238.csv,129,pulse.d.seg,0.8,808.7,10100.5,9291.8,3914.1,937.5,339.2,427.3,2691,1632,1.6,0,3,0,1
218.enc.238.csv,134,pulse.flat.seg,1.1,1661.2,9140.7,7479.5,3890.6,3023.4,430.8,450.4,2934,3000,1,0,2,0,1
218.enc.238.csv,135,pulse.flat.seg,1.1,1801.1,9320.8,7519.7,3796.9,4171.9,396,426.4,2426,2338,1,0,3,0,1
218.enc.238.csv,136,pulse.d.seg,1.3,572.9,8021.9,7449,3843.8,4078.1,326,436.2,926,572.9,1.6,0,3,0,1
218.enc.238.csv,137,pulse.d.seg,1.4,452.3,8532.7,8080.4,3984.4,4125,299.6,427.3,882,452.3,2,0,3,0,1
218.enc.238.csv,138,pulse.d.seg,1.4,542.7,11369.6,10826.9,4218.8,4218.8,277.1,453.1,2096,1456,1.4,0,4,0,1
218.enc.238.csv,139,pulse.mod.seg,1.2,1778.6,9365.9,7587.2,4148.4,4054.7,326.5,419.2,2007,1985,1,6,2,0,1
218.enc.238.csv,145,dws,0.5,5219.2,6452.1,1232.9,5578.1,5578.1,0,0,6452.1,5219.2,1.2,0,1,0,1
218.enc.238.csv,146,flatws,0.4,6842.5,6945.2,102.7,6914.1,6890.6,0,0,6945.2,6842.5,1,0,1,0,1
218.enc.238.csv,147,flatws,0.1,6719.2,6883.6,164.4,6820.3,6820.3,0,0,6801,6883.6,1,0,1,0,1
218.enc.238.csv,148,flatws,0.2,6780.8,6945.2,164.4,6867.2,6890.6,0,0,6780.8,6863,1,0,1,0,1
