freq,db
2117,65.1
2118,64.3
2119,64.7
2120,64.7
2121,64.9
2122,65.1
2123,65.8
2124,65.8
2125,65.6
2126,64.8
2127,65.2
2128,65.4
2129,65.7
2130,65
2131,65
2132,64.8
2133,65.1
2134,65.8
2135,65.5
2136,65.3
2137,65.9
2138,65.5
2139,65.1
2140,65.9
2141,65.9
2142,65.6
2143,65.9
2144,65.9
2145,66.3
2146,66
2147,66.1
2148,66.3
2149,65.4
2150,65.2
2151,65.2
2152,66
2153,66.2
2154,65.8
2155,66.5
2156,66.3
2157,66.6
2158,66
2159,65.8
2160,66.6
2161,66.5
2162,66.2
2163,66.3
2164,65.9
2165,66.2
2166,65.8
2167,65.7
2168,65.6
2169,65.6
2170,65.5
2171,65.3
2172,66.1
2173,66.6
2174,66.2
2175,65.8
2176,66.4
2177,66.4
2178,66.1
2179,65.8
2180,66
2181,65.7
2182,65.9
2183,66.7
2184,66.4
2185,66.5
2186,66.5
2187,65.7
2188,66.3
2189,65.8
2190,66.2
2191,66.2
2192,66.4
2193,65.8
2194,65.8
2195,65.9
2196,66.2
2197,66.5
2198,66
2199,66.2
2200,66.1
2201,66.3
2202,66.8
2203,65.9
2204,65.9
2205,66
2206,66.2
2207,66.3
2208,66.1
2209,66.9
2210,66.2
2211,65.9
2212,66.1
2213,66.8
2214,66.4
2215,66.5
2216,65.8
2217,66.2
2218,66.4
2219,66
2220,65.4
2221,65.8
2222,65.3
2223,66.3
2224,66.6
2225,66.7
2226,66.5
2227,66.3
2228,66.3
2229,66.7
2230,66.5
2231,66.2
2232,66.3
2233,66.1
2234,65.8
2235,66.4
2236,66.4
2237,66
2238,65.5
2239,66.2
2240,66.1
2241,66.4
2242,66.5
2243,66.8
2244,66.2
2245,65.8
2246,66.2
2247,65.9
2248,65.7
2249,66.3
2250,66.1
2251,66.8
2252,66.7
2253,66.3
2254,65.9
2255,66.1
2256,66.4
2257,66.2
2258,65.9
2259,65.5
2260,65.5
2261,65.9
2262,66.5
2263,65.8
2264,66.4
2265,66.5
2266,66.2
2267,66.3
2268,66.2
2269,65.5
2270,65.7
2271,65.7
2272,65.6
2273,65.3
2274,65.6
2275,65.9
2276,66.2
2277,66.2
2278,65.9
2279,66.2
2280,65.6
2281,65.6
2282,65.1
2283,65
2284,65.2
2285,65.3
2286,66
2287,65.6
2288,65.3
2289,65.9
